
:l,-----.
:l,^^^^^.
:l,_____.
:l,^-_-^.
:l,_-^-_.
:l,-___-.
:l,-^^^-.
:l,__-^^.
:l,^^-__.
:l,_---^.

:r,0,Q1BAJSAQPKASQKCAJKQM1KSQKSJAKQCKJSQ1AJMKQSA1PAQKJAQ1BAJSAQPKASQKCAJKQM1KSQKSJAKSQCKJSQ1AJMKQSA1PAQKJAQ1BAJSAQPKASQKCAJKQM1KSQKSJAKQCKJSQ1AJMKQSA1PAQKJA.
:r,0,JQBA1JMKAJCK1CJKMQ1KAJ1KJ1KMCJ1KPQJ1CJKASJ1KQ1JQBA1JMAJCK1CAKJMKQ1KAJ1KJ1KCJ1PQJ1KCJKAQSJ1KQ1JQBAC1JMAJCK1CJKMQ1KAJK1J1KCJ1KPQJ1CJASJ1KCQ1.
:r,0,JAB1KMASQM1QPCJ1SQASKAPJ1MJQA1CQJ1MKA1CJQS1ACJPQ1JAB1JKMAQM1CQPJ1SQASKAPJ1MJQAJ1CQJ1MKA1CJQS1ACJQ1JAB1KMAQM1QPJ1SMQASKAPJ1MJQA1CQJ1MKA1CJQS1ACJQ1.
:r,0,QJB1KSPAQMASKJP1QSKASQKBQACQ1MKCAJQKS1ACJ1QKM1JQS1AQJB1KPAQMASKCJP1QSKASQKBQACQ1MKCAJQKSQ1ACJ1QKM1JQS1AQJB1KPAQMASKJP1QSCKASQKBQACQ1MKCA1JQKS1ACJ1QKM1JQS1A.
:r,0,1JBKJSQAJSKQ1CQACJMQSA1BQJMAKSQCA1KMQPA1SKJPAK1JBKJSQASKJQ1CQACJMQSA1BQJMAKSQCAB1KMSQPA1SCKJPAK1JBKJSMQASKQ1CQACJMKQSA1BQJMAKSQCA1KMQPA1BSKJPAK.
:r,1,JBMKJPKAS1KJAMQK1BAJMQ1BKJMQJKACQJSKACQAJMKQJPKAS1KJAMQ1BAJMQ1BKJMQKACQJSKACQAJMKJPKABS1KJAMQ1BAJKMQ1BKJMQKACQ1JSKACQA.
:r,1,QSK1CJBKQA1QPJA1CJQBA1KSAJQ1MJAQJC1AK1QSKA1CJBKQA1QPJACJQBA1KSAJQ1MJAQJC1AK1QSK1CJBKQA1QPJACJKQBA1KSAJQ1MJAQJC1AK1.
:r,1,APQ1PKJQSJK1CQAP1AKMQAJK1JAB1KJM1QSKJAPQJ1PKJQSJKCQAP1AKMQSAJK1JAB1KJM1QSKJAPQ1PKJQSJKCQAP1AKMQAJK1JAB1KJM1QSKJ.
:r,1,B1KQCKMQJPAQBSKQC1KSQ1CAJ1PJABK1SK1CQJB1KQCKMQJPAQSKQC1KSQ1CAJ1PJABK1SK1CQJB1KQCKMQJPAQSKQC1KSQ1CAJS1PJABJK1SK1CQJ.
:r,1,QC1BKMQAS1JBKJMASJAPJ1SAPKC1MQSKCQM1PQC1BKMQAPS1JBKJMASJAPJ1SAPKC1MQSKCQM1PQC1BKMQAS1JBKJMASJAPJ1SAPKC1MQSKCQM1P.
:r,2,JMKJZKJAS1KJAMQ1BAJMQ1BKJAMQKACQJSKACQAJMKJZKAS1KJAMQ1BAJMCQ1BKJMQKJACQJSKAC1QAJMKJZBKAS1KJAMQ1BAJMQ1BKJMQKACQJMSKACQA.
:r,2,QSK1CJBKQA1QZJACJQBA1KSAJQ1MJABQJC1AK1QSK1CJBKQA1QZJAC1JQBA1KSAJQ1MJAQKJC1AK1QSK1CJBKQA1QZJACJQBA1KSAJQ1MJAQJC1AK1.
:r,2,AZQ1ZKJQSJKCQAZ1JAKMQAJK1JAB1KJM1QSKJAZQ1ZKJAQSJKCQAZ1AKMQAJK1JAB1KJM1QSKJAZQ1ZKJQSJKCQAZ1AKMQAJK1JAB1KJM1QSKJ.
:r,2,B1KQCK1MQJZAQSKQC1KSBQ1CAJ1ZJABK1SK1CQJB1KQCKMQJZAQSKQC1KSQ1CAJK1ZJABK1SK1CQJB1KQACKMQJZAQSKQC1KSQ1CAJ1ZJABK1SK1CQJ.
:r,2,QC1BKMQAS1JBAKJMASJAZMJ1SAZKC1MQSKCQM1ZQC1BKMQAS1JBKCJMASJAZJ1SAZKC1MZQSKCQM1ZQC1BKMQAS1JBKJMASJAZJ1SAZKC1MQSBKCQM1Z.
:r,3,JYKJPKAS1KJAYQ1BAJYQ1BKJYQKACQJSKACQAJYKJPKAS1KJAYQ1BAJYQ1BKJYQKACQJSKACBQAJYKJPKAS1KJAYQ1BACJYQ1BKJYQKACQJSKACQA.
:r,3,QSK1CJBKQA1QPJ1ACJQBA1KSAJQ1YJAQJC1AK1QSK1CJBKQA1QPJACJKQBA1KSAJQK1YJAQJC1AK1QSK1CJBKQA1QP1JACJQBA1KSAJQ1YJAQJC1AK1.
:r,3,APQ1PKJQS1JKCQAP1AKYQAJK1JAB1KJY1QSKJAPQ1PKJQSJKCQAP1AKYQAJSK1JAB1KJY1QSKJAPQ1PKJQSJKPCQAP1AKYQAJK1JAB1KJY1QSKJ.
:r,3,B1KQCKYQJPAQSKQC1KSJQ1CAJ1PJAQBK1SK1CQJB1JKQCKYQJ1PAQSKQCA1KSQ1CAJ1PJABK1JSK1CQJB1KQCKYQJPAQSKBQC1KSQ1CAJ1PJCABK1SK1CQJ.
:r,3,QC1BKYQAS1JBKJYASJAPJ1SAPKC1YQSKCQY1PQC1BKYQAS1JBKJYASJCAPJ1SQAPKC1YQSKCQY1PQC1BKYQAS1JBKJYASJAPJ1SABPKC1YQPSKCQY1P.
:r,4,JMKJPKAX1QKJAMQ1BAJMQ1BKJAMQKACQJXKJACQAJMKJCPKAX1KJAMQ1BAJMQ1BKJMQKACQJXKACQAJMKJPKAX1KJAMQ1BAJMQ1BKJMQKACQJXKACQA.
:r,4,QXK1CJBKQA1QPJQACJQBA1KXAJQ1MJAQJC1AK1QXK1CJBKQA1QPJACJQBA1KXAJQ1MJAQJC1AK1QXK1CJBKQA1QPJACJQBA1KXAJQ1MJAQJC1AK1.
:r,4,APQ1APKJQXJKCQAP1AKMQAJK1JAB1KJM1QXKJAPQ1PKMJQXJKCQAP1AKMQAJK1JAB1KJM1QXKJAPQ1PKJQXJKCQAP1AKMQAJK1JAB1KJM1QXKJ.
:r,4,B1KQCKMQJPAQXKQC1KXQ1CAJ1PJABK1XK1CQJB1KQCKMQJPAQXKQC1KXQ1CAQJ1PJABK1XK1CQJB1KJQCKMQJPAQXKQC1KXQ1CAJ1PJABK1XK1CQJ.
:r,4,QC1BKMQAX1JBKJMAXJAPJ1XAPKC1MQXKCQM1PQC1BKMQAX1JBKJMAXJAPJ1XAPKC1MQXKCQM1PQC1BKPMQAX1JBKJMAXJAPJ1XAPKC1MQXKCQM1P.
:r,5,JMKJPKAS1KJAMQ1BAJKMQ1BKJMQKAIQJSKAIQAJMKJPKIAS1KJAMQ1BAJMQJ1BKJMQKAIQJSKAIQAJMKJPKAS1KJAMQ1BAJMQ1BKJMQKAIQJSKAIQA.
:r,5,QSK1IJBKQA1QPJAIJQBA1KSAJQ1MJAQJI1AK1QSK1IJBKQA1QPJAIJQBA1JKSAJQ1MJAQJI1AJK1QSK1IJBKQA1QPJAIJQBA1KSAJQ1MJAQJI1AK1.
:r,5,APQ1PKJQSJKIQAP1AKMQAJK1JAB1KJM1QSKJAPQ1PKJQSJKIQAP1AKMQAJK1JAB1KJM1QSKJAPQ1PKJQSJKIQAP1AKMQAJK1JAPB1KJM1QSKJ.
:r,5,B1AKQIKMQJPAQSKQI1KSQ1IAJ1PJABK1SK1IQJB1KQIKMQJPAQSKQI1JKSQ1IAJ1PJABK1SK1IQJB1KQIKMQJPAQSKQI1KSQ1IAJ1PJIABK1SQK1IQJ.
:r,5,QI1BKMQAS1JBKJMASJQAPJ1SAPKIA1MQSKIAQM1PQI1BKMQAS1JBKJMASJAPJ1SAPKI1MQSKIQM1PQI1BKMQAS1JBKJMASJAPJ1SAPKI1MQS1KIQM1P.
:r,6,JBMKJPKCHS1KJHMQ1BHJMQ1BKJMQKHCQJSKHCQHJMKJPKHS1KJHMQ1BHJMQ1BKJMQKHCQJSKHCQHJMKJPKHS1KJHMQ1BHJMQ1BKJMQKHCQJSKHCQH.
:r,6,QSK1CJBKQH1QPJHCJQBH1KSHJQ1MJHQJC1JHK1QSK1CJBKQH1QPJHCJQBH1QKSHJQK1MJHQJC1HK1QSK1CJBKQH1QPJHCJQBH1KSHJQ1MJHQKJC1HK1.
:r,6,HPQ1PKJQSJKCQHP1HKMQHJK1JHB1KJM1QSKJHPQ1PKJQSJKCQHP1HKMQHJK1JHB1KJM1QSKJHPQ1HPKJQSPJKCQHP1HKMQHJK1JHB1KJM1QSKJ.
:r,6,B1KQCKMQJPHQJSKQC1KSQ1CHJ1PJHBK1SK1CQJB1KQCKMQJPHQSKQC1KSQ1CHJ1PJHBK1SK1CKQJB1KQCKMQJPHQSKQC1KSQ1CHJ1PJQHBK1SK1CQJ.
:r,6,QC1BKMQHS1JBKJMHSJHPJM1SHPKC1MQSKCQM1PQC1BKMQHS1JHBKJMHSJHPJ1SHPKC1MQSKCQM1PQC1BKMQHS1JBKJMHSJHPJ1SHBPKC1MQSKCQM1P.
:r,7,J1MGJPGAS1GJAMQG1BAJMQ1BGJMQGACQJSGACQAJMGJPGAJS1GJAMQ1BAJGMQ1BGJMQGACQJSGACQAJMGJPGAS1GJAMQ1BAJMQ1BGJMQGACQJSGACQA.
:r,7,QSG1CQJBGQA1QP1JACJQBA1GSAJQ1MJAQJC1AG1QSG1CJ1BGQA1QPJACJQBA1GSAJQ1MJAQJC1JAG1QSG1CJBGQA1QPJACJQBA1GSAJQ1MJAQJC1AG1.
:r,7,APQ1PGJQSJGCQAP1AGMQAJG1QJAB1GJM1QSGJAPQ1PGMJQSJGCQAP1AGMQAJG1JABP1GJM1QSGJAPQ1PGJQSJGCQAP1AGMQAJG1JAB1GJM1QSGJ.
:r,7,B1GQCGMQJPAQSGQBC1GSQ1CAJ1PJABG1SG1CQJB1GQACGMQJPAQSGQC1GSQ1CGAJ1PJABG1SG1CQJB1GQCGMQJPAQ1SGQC1AGSQ1CAJ1PJABG1SG1CQJ.
:r,7,QC1BGMQAS1JBGJMASJAPJ1SAPGC1MQSPGCQM1PQCA1BGMCQAS1JBGJMASJAPJ1SAPGC1MQSGCQAM1PQC1BGMQAS1JBGJMASJAPJ1SAPGC1JMQSGCQM1P.
:r,8,JMKJPKASC1KJAMF1BAJMF1BKJMFKACFJSKACFAJMKJCPKAS1KJAMFK1BAJMF1BKJMFKACFJSKACFAJMKJPBKAS1KJAMF1BAJMF1BKJMFKACFJSKACFA.
:r,8,FSK1CJBKFA1FPJACJFBA1KSAJF1MJAFJC1AK1FSK1CJBKFA1FPJACJFBA1KSAJF1MJAFJC1AK1FSK1CJBKFA1FPJAKCJFBA1KSAJF1MJAFJC1AK1.
:r,8,APF1PKJAFSJKCFAP1AKMFAJK1JAB1KJM1FSKJAPFJ1PKJFSJKCFAP1AKMFAJK1JAPB1KJM1FSKJAPF1PKJFSJKCFAP1AKMFAJK1JAB1KJM1FSKJ.
:r,8,B1KFCKMFJPAFSKFC1KSF1CKAJ1PJABK1SK1CFJB1KFCKMFJPAFSKFC1KSFJ1CAJ1PJABK1SK1CFJB1KFCKMF1JPAFSKFC1JKSF1CAJ1PJABK1SJK1CFJ.
:r,8,FC1BKMFAS1JBKJMACSJAPJ1SAPKC1MFSKCFM1PFC1BKMFAS1JBPKJMASJAPJ1SAPKC1MFSKCFM1PFC1BKMFAS1JBKFJMASJAPJ1SAPFKC1MFSKCFM1P.
:r,9,EMKEPKAS1KEAMQ1BAEMQ1BKEMQKACQES1KACQAEMKEPKAS1KEAMQ1BAEMQ1BKEMQKACQESKACQAEMKEPKASB1KEAMQE1BAEMQ1BKEMQKACQESKACQA.
:r,9,QSK1CEBKQA1QPEACEQBA1KSAEQ1MEAQEC1AK1QSK1CEBKQA1QPEACEQBA1KSAEQ1MEAQEC1AK1QSK1CEBKQA1QPEACEQBA1KSAEQ1MEAQEC1AK1.
:r,9,APQ1PKEQSEKCQAP1AKMQAEK1EAB1KEM1QSKEAPQ1PKEQSEPKCQAP1AKMQAEK1EAB1KEM1QSKEAPQ1PKEQSEKCQAP1AKMQAEK1EAB1KEM1QSKE.
:r,9,B1KQCKMQEPAQSKQC1KSEQ1CAE1KPEABK1SK1CQEB1KQCAKMQE1PAQSKQC1KSQ1CAE1PKEABK1SEK1CQEB1KQCK1MQEPAQSKQC1KSQ1CAE1PEABK1SK1CQE.
:r,9,QC1BKMQAS1EBKEMASEAKPE1SAPKC1MQSKCQM1PQC1BKMPQAS1EBKEMASEAPME1SAPKC1MQSKCQM1PQC1BKMQAS1EBKEMASEAPEM1SAPKC1MQSKCQM1P.
:r,10,JMKJPKASDKJAMQDBAJMQDBKJMQKACQJSKACQAJMKJPKASDBKJAMQDBAJKMQDBKJMQKACQJSKACDQAJMKJPKASDKJAMQDBAJMQDBKJMQKACQJSKACQA.
:r,10,QSKDCJBKQADQPJACJQBADKSAJQDMJAQJCDAKDQSKDCJBKQADQPJACJQBADKSAJQDMJAQJCDAKDQSKDCJBKQAJDQPJACKJQBAJDKSAJQDMKJAQJCDAKD.
:r,10,APQDPKJQSJKCQAPDAKMQAJKDJABDKJMDQSKJAPQDPKJQSJKCQAPDAKMQAJKDJABDKJMDQPSKJAPQDPKJQSJKCQAPDAKMQAJKDJABDKJMDQSKJ.
:r,10,BDKQCKMQJPAQSKQCDKSQDCAJSDPJABKDSKDCQJBDKQCKMQJPKAQSKQCDKSQDCAJDPJABKDSKDCQJBDKQCKSMQJPAQSKQCDKBSQDCAJDPJABKDSKDCQJ.
:r,10,QCSDBKMQASDJQBKJMAQSJAPJDSAPKCDMQSKCQMDPQCDBKMQPASDJBKJMASJAPQJDSAPKCDMQSKCQMADPQCDBKMQASDQJBKJMASJAPJDSAPKCDMQSKCQMDP.


:w,B,5,-200,0.
:w,B,4,-20,0.
:w,B,3,-2,0.

:w,P,5,5000,0.
:w,P,4,1000,0.
:w,P,3,100,0.
:w,P,2,10,0.
:w,Z,5,-5000,0.
:w,Z,4,-1000,0.
:w,Z,3,-100,0.
:w,Z,2,-10,0.

:w,M,5,2000,0.
:w,M,4,400,0.
:w,M,3,40,0.
:w,M,2,5,0.
:w,Y,5,-2000,0.
:w,Y,4,-400,0.
:w,Y,3,-40,0.
:w,Y,2,-5,0.

:w,S,5,750,0.
:w,S,4,100,0.
:w,S,3,30,0.
:w,S,2,5,0.
:w,X,5,-750,0.
:w,X,4,-100,0.
:w,X,3,-30,0.
:w,X,2,-5,0.

:w,C,5,750,0.
:w,C,4,100,0.
:w,C,3,30,0.
:w,C,2,5,0.
:w,I,5,-750,0.
:w,I,4,-100,0.
:w,I,3,-30,0.
:w,I,2,-5,0.

:w,A,5,150,0.
:w,A,4,40,0.
:w,A,3,5,0.
:w,H,5,-150,0.
:w,H,4,-40,0.
:w,H,3,-5,0.

:w,K,5,150,0.
:w,K,4,40,0.
:w,K,3,5,0.
:w,G,5,-150,0.
:w,G,4,-40,0.
:w,G,3,-5,0.

:w,Q,5,100,0.
:w,Q,4,25,0.
:w,Q,3,5,0.
:w,F,5,-100,0.
:w,F,4,-25,0.
:w,F,3,-5,0.

:w,J,5,100,0.
:w,J,4,25,0.
:w,J,3,5,0.
:w,E,5,-100,0.
:w,E,4,-25,0.
:w,E,3,-5,0.

:w,1,5,100,0.
:w,1,4,25,0.
:w,1,3,5,0.
:w,D,5,-100,0.
:w,D,4,-25,0.
:w,D,3,-5,0.
